key,0,1,2,3,4,5,6,7,8,9,10
158,69667,0,5,43,5,114857,114257,114557,"DPSソーサラーロールクエスト：暁月","","もっとも深く絶望し、それゆえにもっとも早く獣に転じた者、「偽神獣」。
イシュガルドで偽神獣となった青年は、いったい何者であったのか。
冒険者はアイメリクやアルトアレールらと協力し、獣化被害者の身元を洗い始める。
そこで彼らは、歪められた教えに苦しむ人々の姿を見るのだった。"
159,0,0,0,0,0,0,0,0,"","",""
160,70118,0,2,44,2,114859,114259,114559,"ロールエクストラクエスト：暁月","","冒険者らの活躍により、各地に現れた偽神獣はすべて打ち倒されたかに見えた。
しかしそんな折、終末が去ったはずの帝都ガレマルドより偽神獣出現の報が舞い込み、
冒険者は各国から集った者たちと協力して対策に乗り出すことになる。
帝都を覆う絶望の影、その先に希望の未来を見つけることはできるのか。"
161,70123,0,3,4,4,114858,114258,114558,"次元の狭間オメガ 番外編","","天の果てより帰還した魔導船ラグナロクが、謎の通信を傍受していた。
知の都シャーレアンの有識者ですら、その未知言語の解読に難航する中、
意外な方向から回答に至る助け舟が出される。
それは図らずも、冒険者を「終わり」と「心」をめぐる小さな旅路へ導くのだった。"
162,0,0,0,0,0,0,0,0,"","",""
163,0,0,0,0,0,0,0,0,"","",""
164,0,0,0,0,0,0,0,0,"","",""
165,0,0,0,0,0,0,0,0,"","",""
166,70185,0,2,49,1,114860,114260,114560,"シラディハ水道","","グリーナーズ・ギルドシップを介して届けられた一通の手紙をきっかけに、
冒険者は、ウルダハ女王ナナモ・ウル・ナモからの「内密な依頼」を受けることに。
彼女が両親から託されていた鍵を手に、シラディハ水道にて発見された謎の扉のその先へ……
秘密の冒険は、図らずも歴史に埋もれた真実へと向かってゆく。"
167,70197,0,2,9,3,114861,114261,114561,"新たなる冒険 番外編","","冒険者たちが、新たなる冒険を進めていたちょうどその頃、
多彩なる都、ラザハンに忍び寄る小さな影があった。
異界ヴォイドより渡ってきた、小さな目玉の妖異たち……
その瞳が映していた強者たちの生き様が、いま語られる。"
168,0,0,0,0,0,0,0,0,"","",""
